U10,Series,Kmax,MssTotal
10,cumulative,38.0981043601342,0.0296751301434763
10,cumulative,39.5250190559693,0.0298528969433177
10,cumulative,41.0053769764316,0.0300335482390231
10,cumulative,42.541179767637,0.0302171974749253
10,cumulative,44.13450404474,0.03040395765906
10,cumulative,45.787504199801,0.0305939413779495
10,cumulative,47.502415314819,0.0307872606765706
10,cumulative,49.2815561838672,0.0309840271214827
10,cumulative,51.1273324484198,0.031184351806713
10,cumulative,53.0422398501076,0.0313883452907057
10,cumulative,55.0288676053019,0.0315961177593208
10,cumulative,57.0899019060881,0.0318077789588733
10,cumulative,59.228129552365,0.0320234381230093
10,cumulative,61.4464417199785,0.032243204005781
10,cumulative,63.7478378699864,0.0324671848603051
10,cumulative,66.1354298043395,0.0326954883173079
10,cumulative,68.6124458734627,0.0329282215686918
10,cumulative,71.1822353414258,0.0331654911436986
10,cumulative,73.8482729146064,0.033407402815494
10,cumulative,76.614163439967,0.0336540615319756
10,cumulative,79.4836467793007,0.0339055712901699
10,cumulative,82.4606028660353,0.0341620348692795
10,cumulative,85.549056951433,0.034423553969777
10,cumulative,88.7531850472805,0.0346902287231521
10,cumulative,92.0773195724265,0.0349621574960401
10,cumulative,95.5259552108045,0.0352394366234319
10,cumulative,99.1037549888589,0.0355221600818471
10,cumulative,102.815556580594,0.0358104189688727
10,cumulative,106.666378848771,0.0361043015257874
10,cumulative,110.661428631092,0.0364038922445428
10,cumulative,114.806107780563,0.0367092714841654
10,cumulative,119.10602046953,0.0370205149016178
10,cumulative,123.566980767288,0.0373376928048821
10,cumulative,128.195020501499,0.0376608693611864
10,cumulative,132.996397414044,0.0379901022674205
10,cumulative,137.977603622346,0.0383254414994494
10,cumulative,143.145374397599,0.0386669285956253
10,cumulative,148.506697271775,0.0390145957281797
10,cumulative,154.068821485723,0.0393684646660879
10,cumulative,159.839267791131,0.039728545705111
10,cumulative,165.825838619609,0.0400948369095633
10,cumulative,172.036628632644,0.0404673225284898
10,cumulative,178.480035666689,0.0408459719466769
10,cumulative,185.16477208818,0.0412307384381314
10,cumulative,192.099876573853,0.0416215577911799
10,cumulative,199.294726332262,0.0420183470954358
10,cumulative,206.75904978305,0.0424210036453759
10,cumulative,214.502939711102,0.0428294031965227
10,cumulative,222.536866913367,0.0432433987803686
10,cumulative,230.871694356805,0.0436628193714002
10,cumulative,239.518691866602,0.0440874684200086
10,cumulative,248.489551364516,0.0445171228605067
10,cumulative,257.796402677952,0.0449515319410667
10,cumulative,267.451829941139,0.0453904157085104
10,cumulative,277.468888610607,0.0458334640715106
10,cumulative,287.861123117945,0.0462803357896103
10,cumulative,298.642585183716,0.0467306573101909
10,cumulative,309.827852817314,0.0471840225306141
10,cumulative,321.432050028413,0.0476399918898896
10,cumulative,333.470867276704,0.0480980915851568
